      11  190029.9-365719   19 00 29.98   -36 57 19.6        3	-1.24e-02	 4.12e-03	    -1.03	-1.26e+00	 3.82e-03	-1.27e-03	 51	  8	  4	-999	 6.42e-02	 2.71e-02	     0.08	 7.13e+00	 3.20e-01	 1.35e-01	 53	 27	 84	  18	 2.28e-01	 4.12e-02	     0.15	 9.33e+00	 5.51e-01	 9.96e-02	 38	 19	 77	  15	 2.72e-01	 3.80e-02	     0.18	 8.73e+00	 4.28e-01	 5.98e-02	 42	 24	 83	  11	 1.92e-01	 6.48e-02	     0.13      1.78e-01	 6.01e-02	 54	 36	 83	  15	  1.04	     0.21	   0.38	   5.03	 32	 18	 76	3	   0	   1	 3	ISO-CrA 85                              	             	             	no SED fit                                                                                          
      12  190044.4-365717   19 00 44.44   -36 57 17.9     -999	 1.03e-02	 1.04e-02	     0.29	 3.98e+00	-1.36e-01	-1.38e-01	 69	 49	108	-999	 8.55e-02	 2.29e-02	     0.10	 1.19e+01	 7.25e-01	 1.94e-01	 58	 42	 82	  10	 1.02e-01	 2.65e-02	     0.07	 6.22e+00	 5.67e-01	 1.47e-01	 57	 30	 92	   8	 1.24e-01	 3.21e-02	     0.08	 4.39e+00	 3.09e-01	 7.99e-02	 56	 26	 96	   7	 1.33e-01	 6.23e-02	     0.10      1.64e-01	 7.66e-02	 66	 36	 93	   8	  0.44	     0.11	   0.31	   4.15	 55	 43	 74	3	   0	   0	 1	                                        	             	             	                                                                                                    
      13  190047.2-365532   19 00 47.29   -36 55 32.2        8	-2.97e-02	 3.86e-03	     4.80	-3.85e+00	-5.82e-02	 7.58e-03	 51	 10	161	-999	 5.86e-02	 2.59e-02	     0.07	 8.06e+00	 7.42e-01	 3.28e-01	 51	 44	 29	  21	 3.27e-01	 8.10e-02	     0.19	 1.65e+01	 1.17e+00	 2.89e-01	 41	 25	134	  28	 5.43e-01	 1.37e-01	     0.28	 1.79e+01	 1.15e+00	 2.89e-01	 42	 26	133	  24	 6.27e-01	 1.15e-01	     0.34      8.23e-01	 1.50e-01	 46	 36	136	  31	  2.42	     0.31	   1.13	   7.75	 44	 22	132	3	   3	   2	 3	[WGL92] iras 16d                        	             	             	                                                                                                    
      14  190054.6-365517   19 00 54.62   -36 55 17.8     -999	 3.23e-04	 9.46e-03	     0.02	 1.51e-01	-5.35e-01	-1.57e+01	106	 86	 75	   7	 3.13e-02	 2.91e-02	     0.03	 2.83e+00	 3.44e-01	 3.20e-01	 86	 18	 47	  45	 8.42e-01	 9.14e-02	     0.50	 6.03e+01	 8.06e+00	 8.75e-01	 55	 45	 91	  76	 1.47e+00	 1.37e-01	     0.74	 6.46e+01	 8.35e+00	 7.75e-01	 59	 46	100	  93	 1.76e+00	 1.07e-01	     0.85      5.05e+00	 3.07e-01	 61	 49	103	 125	  9.35	     1.28	   6.60	   7.30	 55	 43	 98	4	   2	   2	 2	[SHK2011b] 8                            	             	             	no SED fit                                                                                          
      15  190058.7-364951   19 00 58.77   -36 49 51.5     -999	 1.03e-02	 7.56e-03	     0.70	 4.36e+00	 4.07e-01	 3.00e-01	 74	 67	 42	-999	 8.51e-02	 2.44e-02	     0.21	 1.37e+01	 1.67e+00	 4.79e-01	 70	 58	150	   9	 1.38e-01	 3.88e-02	     0.25	 9.14e+00	 8.52e-01	 2.39e-01	 50	 38	 49	   9	 1.39e-01	 4.71e-02	     0.26	 5.47e+00	 4.18e-01	 1.42e-01	 50	 35	 33	   6	 1.02e-01	 4.55e-02	     0.20      1.45e-01	 6.44e-02	 50	 36	 16	   7	  0.46	     0.28	   0.27	   1.63	 53	 28	 57	3	   0	   0	 1	CRTS J190100.7-364942                   	             	             	no SED fit                                                                                          
      16  190100.5-365809   19 01 00.58   -36 58 09.7     -999	 2.99e-02	 1.38e-02	     0.57	 1.22e+01	 2.46e-01	 1.13e-01	 70	 58	 32	-999	 2.14e-02	 2.87e-02	     0.03	 3.37e+00	 5.68e-01	 7.60e-01	 62	 58	113	  14	 1.98e-01	 6.96e-02	     0.20	 1.22e+01	 7.96e-01	 2.80e-01	 48	 33	 50	  12	 1.79e-01	 7.42e-02	     0.19	 6.75e+00	 4.46e-01	 1.85e-01	 50	 31	 58	  11	 1.66e-01	 8.35e-02	     0.19      1.91e-01	 9.61e-02	 42	 36	 51	  12	  0.61	     0.21	   0.27	   2.94	 52	 18	 51	3	   0	   0	 1	2MASS J19010110-3658344                 	             	             	no SED fit                                                                                          
      17  190101.8-365358   19 01 01.90   -36 53 58.2     -999	 7.16e-03	 5.58e-03	     0.70	 1.72e+00	 1.47e-01	 1.14e-01	 39	 26	  5	-999	 2.65e-02	 2.62e-02	     0.03	 2.40e+00	 1.23e-01	 1.21e-01	 39	 23	156	  16	 3.52e-01	 8.97e-02	     0.19	 1.63e+01	 9.99e-01	 2.55e-01	 33	 26	160	  22	 6.60e-01	 1.13e-01	     0.32	 2.12e+01	 1.19e+00	 2.05e-01	 32	 30	 93	  28	 8.02e-01	 9.05e-02	     0.40      1.11e+00	 1.25e-01	 49	 36	 93	  30	  3.63	     0.52	   1.65	   7.03	 32	 25	174	3	   3	   2	 2	GAL 359-17                              	             	             	                                                                                                    
      18  190104.3-365440   19 01 04.35   -36 54 40.5        0	-2.80e-02	 1.00e-30	   -75.16	-3.55e+00	 4.84e-02	-1.73e-30	 37	 12	 37	   8	 1.16e-01	 3.82e-02	     0.12	 8.33e+00	 4.39e-01	 1.44e-01	 32	 19	130	  23	 5.04e-01	 8.43e-02	     0.28	 2.14e+01	 1.31e+00	 2.19e-01	 31	 23	103	  19	 5.84e-01	 1.29e-01	     0.28	 2.07e+01	 1.26e+00	 2.79e-01	 40	 31	169	  16	 8.06e-01	 9.64e-02	     0.44      1.22e+00	 1.46e-01	 48	 36	171	  13	  3.02	     0.52	   1.59	   5.78	 35	 31	162	4	   3	   1	 2	[SHK2011b] 17                           	             	             	                                                                                                    
      19  190106.7-365417   19 01 06.78   -36 54 17.1     -999	 6.41e-03	 8.98e-03	     0.30	 3.06e+00	 1.98e-01	 2.77e-01	111	 97	145	  12	 1.85e-01	 4.31e-02	     0.18	 2.45e+01	 2.52e+00	 5.86e-01	 70	 34	149	  36	 8.26e-01	 1.19e-01	     0.44	 5.51e+01	 7.39e+00	 1.07e+00	 55	 37	115	  46	 1.11e+00	 1.25e-01	     0.51	 4.90e+01	 6.75e+00	 7.66e-01	 60	 47	 28	  58	 1.45e+00	 1.03e-01	     0.87      3.43e+00	 2.44e-01	 62	 39	 35	  64	  6.63	     1.33	   4.79	   5.00	 56	 46	 10	4	   1	   1	 2	[CKR2003] MMS 3                         	             	             	                                                                                                    
      20  190108.7-365721   19 01 08.74   -36 57 21.6      822	 1.29e+01	 1.78e-02	   151.22	 4.61e+02	 2.02e+01	 2.78e-02	 10	  8	139	 521	 1.47e+01	 1.11e-01	    17.60	 4.19e+02	 1.38e+01	 1.04e-01	 13	 13	139	 568	 8.31e+00	 1.55e-01	     7.60	 2.09e+02	 6.44e+00	 1.20e-01	 18	 18	 90	 266	 4.47e+00	 1.17e-01	     4.28	 1.16e+02	 3.82e+00	 9.99e-02	 24	 24	 34	 132	 2.20e+00	 1.05e-01	     2.27      1.75e+00	 8.34e-02	 36	 36	 31	 271	 17.97	     7.15	   4.52	   2.51	 18	 18	 69	5	   2	   2	 4	V S CrA                                 	J190108.61-36	S CrA        	spatially unresolved in col. dens                                                                   
      21  190110.8-365415   19 01 10.83   -36 54 15.3     -999	 3.09e-19	 6.82e-03	     0.00	 7.75e-17	 6.94e-19	 1.53e-02	 39	 28	 14	   8	 1.88e-01	 6.46e-02	     0.18	 5.37e+00	 2.58e-01	 8.87e-02	 13	 13	 20	  26	 5.34e-01	 1.64e-01	     0.25	 1.43e+01	 7.23e-01	 2.21e-01	 19	 18	 31	  20	 9.53e-01	 2.58e-01	     0.46	 2.60e+01	 1.27e+00	 3.44e-01	 27	 24	 41	  31	 1.06e+00	 1.70e-01	     0.56      1.44e+00	 2.30e-01	 43	 36	 29	  19	  3.92	     0.71	   1.06	   5.51	 19	 18	 50	4	   3	   2	 2	[CKR2003] MMS 4                         	             	             	no SED fit                                                                                          
      22  190111.8-365933   19 01 11.88   -36 59 33.9     -999	 9.31e-04	 8.86e-03	     0.04	 2.65e-02	 1.50e-01	 1.42e+00	  8	  8	  0	-999	 4.76e-02	 1.54e-02	     0.09	 4.73e+00	 1.98e-01	 6.43e-02	 38	 28	127	  13	 1.70e-01	 2.10e-02	     0.24	 4.84e+00	 2.23e-01	 2.76e-02	 20	 19	 16	   9	 1.43e-01	 2.60e-02	     0.21	 3.83e+00	 1.36e-01	 2.48e-02	 26	 24	 46	-999	 2.75e-02	 5.98e-02	     0.04      1.15e-02	 2.49e-02	 37	 36	 21	   8	  0.58	     0.31	   0.17	   1.85	 22	 18	 25	2	   0	   1	 3	                                        	             	             	no SED fit                                                                                          
      23  190114.2-365405   19 01 14.24   -36 54 05.3        5	-1.75e-02	 3.79e-03	    -2.50	-7.71e+00	-6.63e-01	 1.44e-01	 87	 70	 78	   8	 7.12e-03	 3.21e-02	     0.01	 7.53e-01	 6.69e-01	 3.02e+00	101	 21	 32	  27	 1.81e-01	 1.51e-01	     0.06	 1.07e+01	 1.59e+00	 1.33e+00	107	 24	113	  32	 8.72e-01	 2.72e-01	     0.38	 3.84e+01	 4.41e+00	 1.38e+00	 67	 43	 77	  36	 9.06e-01	 2.35e-01	     0.43      2.83e+00	 7.34e-01	 57	 55	141	  46	  4.65	     0.76	   3.63	   6.11	 65	 54	 30	4	   3	   1	 3	[CKR2003] MMS 5                         	             	             	no SED fit                                                                                          
      24  190116.2-365429   19 01 16.27   -36 54 29.2        3	-1.62e-02	 6.26e-03	    -1.38	-2.57e+00	-4.42e-02	 1.71e-02	 46	 14	162	-999	 1.81e-02	 1.13e-02	     0.01	 1.77e+00	 7.92e-02	 4.97e-02	 40	 26	 41	  13	 2.00e-01	 1.31e-01	     0.07	 8.03e+00	 3.96e-01	 2.59e-01	 40	 18	 50	  13	 5.06e-01	 2.95e-01	     0.19	 1.78e+01	 1.09e+00	 6.33e-01	 48	 28	 94	  13	 4.12e-01	 2.50e-01	     0.17      6.53e-01	 3.97e-01	 48	 39	 74	  16	  1.54	     0.21	   0.55	   7.38	 31	 18	  1	3	   3	   1	 3	[SHK2011b] 18                           	             	             	no SED fit                                                                                          
      25  190119.6-365927   19 01 19.70   -36 59 27.3     -999	 3.11e-02	 1.39e-02	     0.59	 1.09e+01	 4.99e-02	 2.23e-02	 54	 45	  6	   9	 1.22e-01	 2.08e-02	     0.17	 1.12e+01	 6.77e-01	 1.15e-01	 36	 25	134	  25	 4.03e-01	 2.97e-02	     0.35	 2.08e+01	 1.38e+00	 1.01e-01	 34	 30	 69	  23	 5.18e-01	 4.24e-02	     0.46	 1.62e+01	 9.62e-01	 7.88e-02	 32	 28	 35	  16	 3.34e-01	 3.79e-02	     0.33      3.11e-01	 3.53e-02	 36	 36	 81	  19	  1.80	     0.61	   0.95	   2.95	 36	 30	 46	4	   0	   1	 3	[FP2007] J190118.29-365906.7            	             	             	                                                                                                    
      26  190121.6-365423   19 01 21.61   -36 54 23.9     -999	 1.50e-02	 1.44e-02	     0.32	 4.50e+00	 1.33e-01	 1.28e-01	 46	 35	101	  33	 4.38e-01	 5.05e-02	     0.31	 3.07e+01	 1.88e+00	 2.16e-01	 34	 18	119	  77	 1.00e+00	 2.08e-01	     0.37	 3.67e+01	 2.10e+00	 4.35e-01	 31	 19	113	  61	 9.86e-01	 4.61e-01	     0.36	 2.96e+01	 1.50e+00	 7.04e-01	 34	 24	116	  40	 7.55e-01	 3.71e-01	     0.31      7.44e-01	 3.66e-01	 36	 36	125	  45	  3.55	     0.43	   1.29	   8.32	 28	 20	123	4	   2	   2	 3	[SHJ2008] G-100                         	             	             	no SED fit                                                                                          
      27  190126.1-370143   19 01 26.12   -37 01 43.9     -999	 6.94e-03	 1.28e-02	     0.21	 3.12e+00	-1.70e-01	-3.12e-01	 94	 74	157	   7	 1.16e-01	 5.40e-02	     0.26	 1.76e+01	 1.79e+00	 8.34e-01	 67	 48	 52	  14	 1.76e-01	 8.92e-02	     0.23	 1.11e+01	 1.12e+00	 5.68e-01	 58	 31	 94	  10	 1.64e-01	 7.34e-02	     0.22	 6.09e+00	 5.78e-01	 2.59e-01	 58	 29	 94	   7	 8.75e-02	 9.11e-02	     0.11      1.30e-01	 1.36e-01	 58	 36	 89	   8	  0.59	     0.30	   0.37	   1.96	 66	 29	 93	4	   0	   0	 1	ISO-CrA 132                             	             	             	no SED fit                                                                                          
      28  190129.8-370016   19 01 29.84   -37 00 16.2     -999	 4.13e-02	 1.55e-02	     0.68	 1.37e+01	 2.83e-01	 1.06e-01	 51	 41	 44	  13	 1.71e-01	 5.17e-02	     0.23	 1.55e+01	 9.09e-01	 2.74e-01	 41	 23	137	  23	 2.40e-01	 1.29e-01	     0.21	 1.18e+01	 7.02e-01	 3.78e-01	 40	 25	109	  15	 2.78e-01	 1.99e-01	     0.26	 8.80e+00	 5.26e-01	 3.77e-01	 34	 27	 83	-999	 7.90e-02	 7.45e-02	     0.07      4.94e-02	 4.66e-02	 42	 36	 72	  13	  0.87	     0.31	   0.45	   2.80	 41	 27	130	3	   0	   1	 1	[WMB97] 185809.2-370450                 	             	             	no SED fit                                                                                          
      29  190131.8-372125   19 01 31.88   -37 21 25.8     -999	 2.89e-02	 1.31e-02	     0.84	 1.16e+01	 2.55e-01	 1.15e-01	 65	 59	 93	   9	 1.43e-01	 1.84e-02	     0.40	 1.60e+01	 9.23e-01	 1.18e-01	 50	 29	 92	  11	 1.89e-01	 2.36e-02	     0.32	 1.00e+01	 8.37e-01	 1.04e-01	 42	 27	 81	  13	 2.02e-01	 4.62e-02	     0.33	 6.51e+00	 4.30e-01	 9.86e-02	 43	 24	 81	  14	 2.14e-01	 6.15e-02	     0.44      3.27e-01	 9.41e-02	 47	 36	 77	   7	  0.63	     0.37	   0.33	   1.69	 42	 26	 80	4	   3	   0	 1	                                        	             	             	                                                                                                    
